No,Date,Ticker,Reference,Open_price,Close_price,Highest_price,Lowest_price,Average,Change,Change_percent,Matched_volume,Matched_value,Negotiated_volume,Negotiated_value,Total_volume,Total_value,Market_cap
1187,24/11/2021,MSN,"156,500","155,500","157,000","159,700","154,100","155,700",500,0.32,1.30,202.18,0.25,39.88,1.55,242.05,"185,343.95"
1188,23/11/2021,MSN,"149,900","148,600","156,500","156,800","148,600","153,884","6,600",4.40,1.86,286.90,0.75,111.98,2.61,398.88,"184,753.68"
1189,22/11/2021,MSN,"147,400","147,500","149,900","149,900","147,000","148,881","2,500",1.70,0.63,94.48,0.00,0.00,0.63,94.48,"176,962.15"
1190,19/11/2021,MSN,"148,000","149,000","147,400","149,900","147,400","148,381",-600,-0.41,1.30,193.13,0.00,0.00,1.30,193.13,"174,010.81"
1191,18/11/2021,MSN,"150,500","150,500","148,000","152,000","148,000","149,680","-2,500",-1.66,1.06,158.35,0.00,0.00,1.06,158.35,"174,719.13"
1192,17/11/2021,MSN,"152,000","151,000","150,500","152,000","150,100","150,850","-1,500",-0.99,0.36,54.64,0.00,0.00,0.36,54.64,"177,670.47"
1193,16/11/2021,MSN,"154,000","153,800","152,000","155,100","150,000","152,714","-2,000",-1.30,1.70,259.31,0.00,0.00,1.70,259.31,"179,441.27"
1194,15/11/2021,MSN,"149,600","150,000","154,000","154,000","148,200","150,848","4,400",2.94,1.82,274.92,0.00,0.00,1.82,274.92,"181,802.34"
1195,12/11/2021,MSN,"146,900","146,900","149,600","150,100","146,800","148,361","2,700",1.84,1.46,216.12,0.00,0.00,1.46,216.12,"176,607.99"
1196,11/11/2021,MSN,"147,700","148,800","146,900","151,000","146,000","147,952",-800,-0.54,1.74,257.57,0.00,0.00,1.74,257.57,"173,420.55"
1197,10/11/2021,MSN,"147,800","148,000","147,700","149,800","146,900","147,734",-100,-0.07,1.32,194.64,0.00,0.00,1.32,194.64,"174,364.97"
1198,09/11/2021,MSN,"152,000","152,900","147,800","152,900","147,700","149,649","-4,200",-2.76,1.48,221.26,0.50,81.30,1.98,302.56,"174,483.03"
1199,08/11/2021,MSN,"147,800","150,000","152,000","152,600","148,800","151,115","4,200",2.84,1.88,283.64,0.05,7.48,1.93,291.12,"179,441.27"
1200,05/11/2021,MSN,"147,900","148,000","147,800","149,900","147,200","148,308",-100,-0.07,1.24,183.25,0.00,0.00,1.24,183.25,"174,483.03"
1201,04/11/2021,MSN,"145,500","145,800","147,900","149,500","145,000","147,695","2,400",1.65,1.15,169.58,0.00,0.00,1.15,169.58,"174,601.08"
1202,03/11/2021,MSN,"145,500","145,500","145,500","148,000","144,000","146,044",0,0.00,1.35,197.51,0.13,19.03,1.48,216.54,"171,767.80"
1203,02/11/2021,MSN,"145,500","145,500","145,500","148,700","145,400","146,086",0,0.00,1.02,149.27,0.00,0.00,1.02,149.27,"171,767.80"
1204,01/11/2021,MSN,"150,900","150,000","145,500","150,100","145,100","147,445","-5,400",-3.58,1.67,246.06,0.00,0.00,1.67,246.06,"171,767.80"
1205,29/10/2021,MSN,"151,700","150,000","150,900","152,000","147,500","149,889",-800,-0.53,1.55,231.88,0.00,0.00,1.55,231.88,"178,142.69"
1206,28/10/2021,MSN,"146,800","146,800","151,700","152,500","144,000","148,881","4,900",3.34,1.75,261.21,0.00,0.00,1.75,261.21,"179,087.11"
1207,27/10/2021,MSN,"139,600","140,000","146,800","147,900","139,800","144,413","7,200",5.16,2.01,290.66,0.00,0.00,2.01,290.66,"173,302.49"
1208,26/10/2021,MSN,"140,400","141,500","139,600","141,500","138,800","139,889",-800,-0.57,0.85,118.93,0.00,0.00,0.85,118.93,"164,802.64"
1209,25/10/2021,MSN,"140,100","143,000","140,400","143,000","140,400","141,612",300,0.21,0.57,81.43,0.00,0.00,0.57,81.43,"165,747.07"
1210,22/10/2021,MSN,"140,200","140,600","140,100","141,500","140,100","140,779",-100,-0.07,0.47,65.62,0.00,0.00,0.47,65.62,"165,392.91"
1211,21/10/2021,MSN,"143,100","143,000","140,200","143,100","140,200","141,338","-2,900",-2.03,1.09,153.44,0.00,0.00,1.09,153.44,"165,510.96"
1212,20/10/2021,MSN,"141,000","141,600","143,100","143,400","140,000","142,338","2,100",1.49,0.99,140.50,0.00,0.00,0.99,140.50,"168,934.51"
1213,19/10/2021,MSN,"143,000","143,700","141,000","143,700","140,900","141,916","-2,000",-1.40,0.77,108.57,0.00,0.00,0.77,108.57,"166,455.39"
1214,18/10/2021,MSN,"141,000","141,100","143,000","144,100","141,000","142,519","2,000",1.42,0.63,90.36,0.00,0.00,0.63,90.36,"168,816.46"
